group,bin_mid,norm_density
combined,422.4,0.00081640625
fish-only,384,0.000145833333333333
combined,422.4,0.00119921875
fish-only,384,0.000232638888888889
combined,422.4,0.000252604166666667
fish-only,384,0.000274305555555556
combined,422.4,0.000558159722222222
fish-only,384,0.000151953125
combined,422.4,0.000567578125
fish-only,384,0.000190104166666667
combined,422.4,0.0004765625
fish-only,384,0.0001765625
combined,422.4,0.00083828125
fish-only,384,0.0003359375
combined,422.4,0.00054296875
fish-only,384,0.0003671875
combined,422.4,0.00043359375
fish-only,384,5.078125e-05
combined,422.4,0.0003125
fish-only,384,0.00025
combined,422.4,0.00059375
fish-only,384,0.00015625
combined,422.4,0.0004765625
fish-only,384,0.00028125
combined,422.4,0.00096875
fish-only,384,8.59375e-05
combined,422.4,0.00048046875
fish-only,384,7.8125e-05
combined,422.4,0.00015625
fish-only,384,7.421875e-05
combined,422.4,0.0004296875
fish-only,384,0.0001015625
combined,422.4,0.000390625
fish-only,384,0.0006546875
combined,422.4,0.001140625
fish-only,384,0.0016484375
combined,422.4,0.0020078125
fish-only,384,0.0001328125
combined,422.4,0.000828125
fish-only,384,0.0003271484375
combined,422.4,0.0013486328125
fish-only,384,0.00123214285714286
combined,422.4,0.00229129464285714
fish-only,384,0.000674479166666667
combined,422.4,0.00110026041666667
fish-only,384,0.0002421875
combined,422.4,0.0020078125
fish-only,384,0.000229166666666667
combined,422.4,0.000522135416666667
fish-only,384,2.8125e-05
combined,422.4,0.0006265625
fish-only,384,0.000253125
combined,422.4,0.0007390625
fish-only,384,0.000265625
combined,422.4,0.0011328125
fish-only,384,0.00045703125
combined,422.4,0.002228515625
fish-only,384,8.984375e-05
combined,422.4,0.0006015625
fish-only,384,7.8125e-05
combined,422.4,0.000640625
fish-only,384,0.0001796875
combined,422.4,0.0007578125
fish-only,384,0.0013515625
combined,422.4,0.00177734375
fish-only,384,0.0005703125
combined,422.4,0.0018046875
fish-only,384,0.00021875
combined,422.4,0.0006640625
fish-only,384,0.000360491071428571
combined,422.4,0.000416294642857143
fish-only,384,0.0012578125
combined,422.4,0.0012578125
fish-only,384,0.0003046875
combined,422.4,0.0003046875
fish-only,384,7.8125e-06
combined,422.4,0.003765625
fish-only,384,1.04166666666667e-05
combined,422.4,0.0010703125
fish-only,384,0.0002109375
combined,422.4,0.00058203125
fish-only,384,4.296875e-05
combined,422.4,0.000359375
fish-only,384,2.734375e-05
combined,422.4,0.00051171875
fish-only,384,1.953125e-05
combined,422.4,0.00178125
fish-only,384,1.171875e-05
combined,422.4,0.000390625
fish-only,384,1.953125e-05
combined,422.4,0.0006953125
fish-only,384,5.20833333333333e-06
combined,422.4,0.00161979166666667
fish-only,384,1.04166666666667e-05
combined,422.4,0.001
fish-only,384,7.8125e-05
combined,422.4,8.59375e-05
fish-only,384,0.000109375
combined,422.4,0.000140625
fish-only,384,0.0003984375
combined,422.4,0.0003984375
fish-only,384,0.00040625
combined,422.4,0.00040625
fish-only,384,0.000140625
combined,422.4,0.000140625
fish-only,384,0.000234375
combined,422.4,0.0002734375
fish-only,384,0.00021875
combined,422.4,0.00021875
fish-only,384,0.0001015625
combined,422.4,0.000125
fish-only,384,0.000125
combined,422.4,0.0001640625
fish-only,384,0.000140625
combined,422.4,0.000140625
fish-only,384,7.03125e-05
combined,422.4,0.000109375
fish-only,384,0.000109375
combined,422.4,0.000109375
fish-only,384,0.0001171875
combined,422.4,0.000125
fish-only,384,9.375e-05
combined,422.4,0.000109375
fish-only,384,0.00023828125
combined,422.4,0.00151171875
fish-only,384,0.00065234375
combined,422.4,0.00119866071428571
fish-only,384,0.000708984375
combined,422.4,0.0015515625
fish-only,384,5.46875e-05
combined,422.4,0.031015625
fish-only,384,0.000116536458333333
combined,422.4,0.00275846354166667
fish-only,384,2.1484375e-05
combined,422.4,0.03012890625
fish-only,384,3.90625e-05
combined,422.4,0.0013203125
fish-only,384,0.000934709821428572
combined,422.4,0.00173846726190476
fish-only,384,0.000268229166666667
combined,422.4,0.00942447916666667
fish-only,384,0.000978515625
combined,422.4,0.0034453125
fish-only,384,0.0001953125
combined,422.4,0.0011015625
fish-only,384,0.0006357421875
combined,422.4,0.0014580078125
fish-only,384,3.90625e-05
combined,422.4,0.0016484375
fish-only,384,8.75e-05
combined,422.4,0.00119375
fish-only,384,0.000171875
combined,422.4,0.000171875
fish-only,384,0.00030078125
combined,422.4,0.00030078125
fish-only,384,0.00016015625
combined,422.4,0.00016015625
fish-only,384,0.0006484375
combined,422.4,0.00065234375
fish-only,384,0.00013671875
combined,422.4,0.00013671875
fish-only,384,0.0003359375
combined,422.4,0.00037890625
fish-only,384,0.00035546875
combined,422.4,0.00037890625
fish-only,384,7.2265625e-05
combined,422.4,0.0006875
fish-only,384,3.125e-05
combined,422.4,3.125e-05
fish-only,384,0.00016796875
combined,422.4,0.00016796875
fish-only,384,6.8359375e-05
combined,422.4,0.0001318359375
fish-only,384,0.00023828125
combined,422.4,0.00023828125
fish-only,384,0.0002578125
combined,422.4,0.0002578125
fish-only,384,5.078125e-05
combined,422.4,5.078125e-05
fish-only,384,6.25e-05
combined,422.4,6.25e-05
fish-only,384,8.203125e-05
combined,422.4,8.203125e-05
fish-only,384,0.0002421875
combined,422.4,0.0002421875
fish-only,384,0.000203125
combined,422.4,0.00020703125
fish-only,384,0.0002421875
combined,422.4,0.00024609375
fish-only,384,0.00011328125
combined,422.4,0.0001171875
fish-only,384,2.60416666666667e-06
combined,422.4,7.8125e-06
fish-only,384,7.421875e-05
combined,422.4,7.421875e-05
fish-only,384,6.25e-05
combined,422.4,0.0001875
fish-only,384,7.8125e-06
combined,422.4,7.8125e-06
fish-only,384,3.90625e-06
combined,422.4,1.171875e-05
fish-only,384,1.5625e-05
combined,422.4,0.00078125
fish-only,384,3.125e-05
combined,422.4,0.001890625
fish-only,384,8.59375e-05
combined,422.4,0.0052421875
fish-only,384,1.5625e-05
combined,422.4,0.0027890625
fish-only,384,7.8125e-05
combined,422.4,0.000921875
fish-only,384,6.25e-05
combined,422.4,0.0008046875
fish-only,384,3.125e-05
combined,422.4,0.0007109375
fish-only,384,2.86458333333333e-05
combined,422.4,0.000170572916666667
fish-only,384,4.21875e-05
combined,422.4,0.00010625
fish-only,384,7.421875e-05
combined,422.4,0.00131640625
fish-only,384,0.00017578125
combined,422.4,0.0007109375
fish-only,384,3.515625e-05
combined,422.4,0.0014453125
fish-only,384,3.90625e-06
combined,422.4,0.001
fish-only,384,1.171875e-05
combined,422.4,0.00013671875
fish-only,384,2.734375e-05
combined,422.4,0.00014453125
fish-only,384,0.00012109375
combined,422.4,0.0001796875
fish-only,384,6.25e-05
combined,422.4,0.00019921875
fish-only,384,7.8125e-06
combined,422.4,0.00053515625
fish-only,384,8.59375e-05
combined,422.4,0.000201171875
fish-only,384,0.00013671875
combined,422.4,0.00065234375
fish-only,384,0.0001484375
combined,422.4,0.00040234375
fish-only,384,4.94791666666667e-05
combined,422.4,0.000160590277777778
fish-only,384,1.171875e-05
combined,422.4,0.000150390625
fish-only,384,5.078125e-05
combined,422.4,0.000279296875
fish-only,384,4.42708333333333e-05
combined,422.4,9.11458333333333e-05
fish-only,384,2.60416666666667e-06
combined,422.4,0.00102213541666667
fish-only,384,1.7578125e-05
combined,422.4,0.000296875
fish-only,384,7.8125e-06
combined,422.4,7.29166666666667e-05
fish-only,384,6.4453125e-05
combined,422.4,0.00015234375
fish-only,384,7.8125e-06
combined,422.4,0.00122135416666667
fish-only,384,2.34375e-05
combined,422.4,0.000421875
fish-only,384,7.29166666666667e-05
combined,422.4,0.000106770833333333
fish-only,384,1.953125e-06
combined,422.4,0.0001015625
fish-only,384,3.90625e-06
combined,422.4,0.00197265625
fish-only,384,6.25e-05
combined,422.4,0.0002421875
fish-only,384,3.125e-05
combined,422.4,0.000140625
fish-only,384,6.25e-05
combined,422.4,0.0002578125
fish-only,384,2.34375e-05
combined,422.4,6.25e-05
fish-only,384,2.60416666666667e-05
combined,422.4,3.38541666666667e-05
fish-only,384,7.8125e-06
combined,422.4,0.00013671875
fish-only,384,7.03125e-05
combined,422.4,0.000109375
fish-only,384,0.000153645833333333
combined,422.4,0.000174479166666667
fish-only,384,2.34375e-05
combined,422.4,0.000203125
fish-only,384,2.34375e-05
combined,422.4,6.25e-05
fish-only,384,3.90625e-05
combined,422.4,6.25e-05
fish-only,384,3.90625e-06
combined,422.4,0.0035625
fish-only,384,6.25e-05
combined,422.4,0.00036328125
fish-only,384,6.25e-05
combined,422.4,0.000546875
fish-only,384,0.000125
combined,422.4,0.00023828125
fish-only,384,3.90625e-06
combined,422.4,6.25e-05
fish-only,384,0.000223958333333333
combined,422.4,0.000247395833333333
fish-only,384,3.90625e-06
combined,422.4,0.00028125
fish-only,384,1.5625e-05
combined,422.4,0.00039453125
fish-only,384,1.171875e-05
combined,422.4,0.00033984375
fish-only,384,2.734375e-05
combined,422.4,7.8125e-05
fish-only,384,9.375e-05
combined,422.4,0.000828125
fish-only,384,4.6875e-05
combined,422.4,0.0006953125
fish-only,384,7.8125e-06
combined,422.4,0.00015625
fish-only,384,4.6875e-05
combined,422.4,0.0004921875
fish-only,384,2.34375e-05
combined,422.4,0.001234375
fish-only,384,0.000229166666666667
combined,422.4,0.0002734375
fish-only,384,0.000171875
combined,422.4,0.0003125
fish-only,384,0.0001328125
combined,422.4,0.0003203125
fish-only,384,2.34375e-05
combined,422.4,0.0002890625
fish-only,384,3.125e-05
combined,422.4,0.0002109375
fish-only,384,0.000109375
combined,422.4,0.0003203125
fish-only,384,7.03125e-05
combined,422.4,0.0005390625
fish-only,384,7.8125e-06
combined,422.4,0.000171875
fish-only,384,7.8125e-06
combined,422.4,0.0001875
fish-only,384,0.00090234375
combined,422.4,0.0010234375
fish-only,384,1.5625e-05
combined,422.4,3.90625e-05
fish-only,384,1.171875e-05
combined,422.4,0.0002421875
fish-only,384,4.296875e-05
combined,422.4,0.0001171875
fish-only,384,4.6875e-05
combined,422.4,0.00019140625
fish-only,384,3.125e-05
combined,422.4,8.984375e-05
fish-only,384,0.0001796875
combined,422.4,0.00067578125
fish-only,384,0.00011328125
combined,422.4,0.00016015625
fish-only,384,7.03125e-05
combined,422.4,0.0001328125
fish-only,384,2.734375e-05
combined,422.4,0.00015625
fish-only,384,0.000127604166666667
combined,422.4,0.000268229166666667
fish-only,384,7.03125e-05
combined,422.4,0.00014453125
fish-only,384,1.171875e-05
combined,422.4,6.25e-05
fish-only,384,2.08333333333333e-05
combined,422.4,0.000205729166666667
fish-only,384,4.6875e-05
combined,422.4,0.000203125
fish-only,384,0.0002890625
combined,422.4,0.00029296875
fish-only,384,7.8125e-05
combined,422.4,0.0002421875
fish-only,384,0.00019140625
combined,422.4,0.00067578125
fish-only,384,7.8125e-06
combined,422.4,0.0001640625
fish-only,384,3.515625e-05
combined,422.4,0.0001171875
fish-only,384,2.34375e-05
combined,422.4,0.0002578125
fish-only,384,2.734375e-05
combined,422.4,0.00019921875
fish-only,384,2.34375e-05
combined,422.4,0.000890625
fish-only,384,0.00012109375
combined,422.4,5e-04
fish-only,384,2.734375e-05
combined,422.4,0.0006953125
fish-only,384,2.734375e-05
combined,422.4,0.00091015625
fish-only,384,1.953125e-05
combined,422.4,0.00028125
fish-only,384,1.171875e-05
combined,422.4,0.0004765625
fish-only,384,7.8125e-05
combined,422.4,0.000125
fish-only,384,0.0001171875
combined,422.4,0.000145833333333333
fish-only,384,5.46875e-05
combined,422.4,5.46875e-05
fish-only,384,2.34375e-05
combined,422.4,5.46875e-05
fish-only,384,0.0003359375
combined,422.4,0.00034375
fish-only,384,0.00027734375
combined,422.4,0.00033203125
fish-only,384,6.77083333333334e-05
combined,422.4,0.000106770833333333
fish-only,384,0.000107421875
combined,422.4,0.000125
fish-only,384,0.000203125
combined,422.4,0.000251953125
fish-only,384,0.00126822916666667
combined,422.4,0.00129427083333333
fish-only,384,0.000177083333333333
combined,422.4,0.000197916666666667
fish-only,384,1.953125e-05
combined,422.4,0.00012109375
fish-only,384,0.000221354166666667
combined,422.4,0.000223958333333333
fish-only,384,3.90625e-05
combined,422.4,0.0013203125
fish-only,384,0.00016796875
combined,422.4,0.00209375
fish-only,384,0.000171875
combined,422.4,0.0018203125
fish-only,384,0.000109375
combined,422.4,0.000125
fish-only,384,3.515625e-05
combined,422.4,0.00030078125
fish-only,384,0.0001015625
combined,422.4,0.0001640625
fish-only,384,0.00015625
combined,422.4,0.00015625
fish-only,384,0.0001875
combined,422.4,0.0001953125
fish-only,384,0.0001484375
combined,422.4,0.0001484375
fish-only,384,0.00093359375
combined,422.4,0.00093359375
fish-only,384,0.0003671875
combined,422.4,0.0003671875
fish-only,384,7.8125e-05
combined,422.4,7.8125e-05
fish-only,384,0.0001953125
combined,422.4,0.0002109375
fish-only,384,2.34375e-05
combined,422.4,6.25e-05
fish-only,384,0.00034375
combined,422.4,0.0003515625
fish-only,384,0.0001171875
combined,422.4,0.000125
fish-only,384,0.00015625
combined,422.4,0.000205729166666667
fish-only,384,0.0001640625
combined,422.4,0.0002109375
fish-only,384,0.00021875
combined,422.4,0.000234375
fish-only,384,0.0007421875
combined,422.4,0.0007421875
fish-only,384,4.8828125e-05
combined,422.4,5.078125e-05
fish-only,384,2.60416666666667e-06
combined,422.4,0.000408854166666667
fish-only,384,3.90625e-06
combined,422.4,0.000796875
fish-only,384,7.8125e-06
combined,422.4,9.765625e-05
fish-only,384,3.90625e-06
combined,422.4,0.00033984375
fish-only,384,1.171875e-05
combined,422.4,0.00017578125
fish-only,384,0.0001328125
combined,422.4,0.0003125
fish-only,384,1.953125e-05
combined,422.4,7.03125e-05
fish-only,384,1.171875e-05
combined,422.4,0.00068359375
fish-only,384,3.90625e-06
combined,422.4,5.078125e-05
fish-only,384,7.8125e-06
combined,422.4,0.00010546875
fish-only,384,9.765625e-05
combined,422.4,0.00020703125
fish-only,384,2.734375e-05
combined,422.4,0.0003125
fish-only,384,7.8125e-06
combined,422.4,0.0009765625
fish-only,384,1.5625e-05
combined,422.4,3.515625e-05
fish-only,384,4.6875e-05
combined,422.4,0.0007109375
fish-only,384,0.00010546875
combined,422.4,0.00110546875
fish-only,384,8.203125e-05
combined,422.4,0.00078125
fish-only,384,2.60416666666667e-06
combined,422.4,0.000416666666666667
fish-only,384,7.8125e-06
combined,422.4,8.59375e-05
fish-only,384,5.20833333333333e-06
combined,422.4,0.000908854166666667
fish-only,384,7.8125e-06
combined,422.4,9.11458333333333e-06
fish-only,384,1.3671875e-05
combined,422.4,1.5625e-05
fish-only,384,1.09375e-05
combined,422.4,2.34375e-05
fish-only,384,1.7578125e-05
combined,422.4,2.34375e-05
fish-only,384,4.16666666666667e-05
combined,422.4,6.51041666666667e-05
fish-only,384,2.34375e-05
combined,422.4,4.42708333333333e-05
fish-only,384,0.0004765625
combined,422.4,0.0009453125
fish-only,384,0.0003203125
combined,422.4,0.0004453125
fish-only,384,0.0001640625
combined,422.4,0.0001875
fish-only,384,1.953125e-05
combined,422.4,3.125e-05
fish-only,384,2.34375e-05
combined,422.4,0.0005703125
fish-only,384,2.734375e-05
combined,422.4,0.000265625
fish-only,384,3.90625e-06
combined,422.4,1.953125e-05
fish-only,384,0.0001181640625
combined,422.4,0.0005859375
fish-only,384,0.001396484375
combined,422.4,0.001638671875
fish-only,384,0.00117708333333333
combined,422.4,0.00145833333333333
fish-only,384,0.0002078125
combined,422.4,0.0006390625
fish-only,384,0.000890625
combined,422.4,0.001453125
fish-only,384,7.421875e-05
combined,422.4,0.001390625
fish-only,384,2.34375e-05
combined,422.4,2.34375e-05
fish-only,384,0.000275390625
combined,422.4,0.001177734375
fish-only,384,0.00019140625
combined,422.4,0.00036328125
fish-only,384,0.000153645833333333
combined,422.4,0.000658854166666667
fish-only,384,0.000375
combined,422.4,0.00224739583333333
fish-only,384,0.00029296875
combined,422.4,0.00045703125
fish-only,384,0.000121875
combined,422.4,0.00045
fish-only,384,0.000118489583333333
combined,422.4,0.000194010416666667
fish-only,384,0.00013671875
combined,422.4,0.000359375
fish-only,384,0.00104296875
combined,422.4,0.001291015625
fish-only,384,0.000134765625
combined,422.4,0.000169921875
fish-only,384,0.00091796875
combined,422.4,0.001265625
fish-only,384,8.75e-05
combined,422.4,0.0001671875
fish-only,384,0.000197916666666667
combined,422.4,0.000469401041666667
fish-only,384,0.00025
combined,422.4,0.000260416666666667
fish-only,384,0.0002109375
combined,422.4,0.000421875
fish-only,384,0.0004296875
combined,422.4,0.0004609375
fish-only,384,0.000140625
combined,422.4,0.000140625
fish-only,384,0.0005859375
combined,422.4,0.0006484375
fish-only,384,0.0001640625
combined,422.4,0.000171875
fish-only,384,9.375e-05
combined,422.4,0.0001796875
fish-only,384,0.000328125
combined,422.4,0.000359375
fish-only,384,9.375e-05
combined,422.4,0.0001015625
fish-only,384,0.000109375
combined,422.4,0.00028125
fish-only,384,0.000734375
combined,422.4,0.000734375
fish-only,384,0.0002421875
combined,422.4,0.0002421875
fish-only,384,9.765625e-06
combined,422.4,0.000240885416666667
fish-only,384,1.26953125e-05
combined,422.4,0.000119140625
fish-only,384,1.953125e-06
combined,422.4,8.10546875e-05
fish-only,384,0.0006875
combined,422.4,0.0006953125
fish-only,384,0.00046875
combined,422.4,0.0004765625
fish-only,384,7.8125e-06
combined,422.4,8.59375e-05
fish-only,384,0.000265625
combined,422.4,0.000265625
fish-only,384,0.00022265625
combined,422.4,0.0012109375
fish-only,384,0.0002421875
combined,422.4,0.00024609375
fish-only,384,9.765625e-05
combined,422.4,0.00012890625
fish-only,384,0.000134114583333333
combined,422.4,0.000141927083333333
fish-only,384,0.000122395833333333
combined,422.4,0.000122395833333333
fish-only,384,0.000161458333333333
combined,422.4,0.000166666666666667
fish-only,384,0.000458333333333333
combined,422.4,0.000463541666666667
fish-only,384,0.0001453125
combined,422.4,0.000146875
fish-only,384,9.375e-05
combined,422.4,9.375e-05
fish-only,384,0.000302455357142857
combined,422.4,0.000303571428571429
fish-only,384,0.00022265625
combined,422.4,0.000228515625
fish-only,384,0.000330078125
